review_id,port,sentence,sentiment
139,Cozumel,We just grabbed some guac and chips and went back to the ship to avoid the heat.,-0.296
140,Costa Maya,"In Costa Maya, we just stayed at the port pool because the kids didn't want to get on another bus.",-0.0572
140,Costa Maya,It was free and kept them entertained for hours.,0.7184
141,Roatan,Roatan was easily the highlight for me.,0.5859
141,Roatan,"We booked a snorkeling excursion and the water clarity was unreal, like you could see everything without even trying.",0.6369
141,Costa Maya,Costa Maya was kind of disappointing unless you book something.,-0.5413
141,Costa Maya,We stayed near the port at first and it felt like a giant shopping complex.,0.3612
141,Cozumel,Cozumel was more flexible.,0.2944
141,Cozumel,Overall I liked having a mix of structured and unstructured days.,0.4215
142,Costa Maya,Did the ruins in Costa Maya and the bus ride was longer than expected.,-0.4404
142,Costa Maya,Cool site,0.3182
142,Roatan,Roatan beach day was better.,0.4404
142,Roatan,easy to get around.,0.4404
143,Roatan,Roatan felt more natural and less built up once you left the port.,0.4201
143,Roatan,We did a wildlife and beach combo tour which was fun,0.5106
143,Cozumel,Cozumel was the easiest to explore independently.,0.4215
143,Cozumel,"We rented bikes and rode along the coast, stopping whenever we wanted.",-0.1531
143,Roatan,That flexibility made it my favorite day even though Roatan was probably more visually impressive.,0.8393
144,Roatan,Roatan zipline was fun,0.5106
144,Roatan,got delayed so we lost time at the beach.,-0.539
144,Costa Maya,Costa Maya didn't impress me much.,-0.3412
145,Cozumel,Cozumel worked really well for us because we didn't want a structured day.,0.2894
145,Roatan,Roatan was beautiful,0.5994
145,Roatan,but I wish we had more time there.,0.5499
145,Roatan,It felt like we barely scratched the surface before needing to head back.,0.3612
146,Roatan,Roatan had the best scenery and felt the most unique compared to the other stops.,0.5574
146,Roatan,"We did a guided island tour that included a beach break, which was well organized.",0.2732
146,Costa Maya,"Costa Maya was tricky because if you don't have an excursion planned, you're kind of stuck in a very tourist-focused area.",-0.4391
146,Cozumel,Cozumel was easier to navigate,0.4215
146,Cozumel,I think this itinerary works best if you plan ahead for at least two of the stops.,0.5574
147,Roatan,"Roatan snorkeling was amazing, probably the best part of the trip.",0.8402
147,Costa Maya,Costa Maya ruins were interesting,-0.0516
147,Cozumel,Cozumel was nice for just walking around.,0.4215
148,Cozumel,Cozumel ended up being the easiest since everything was relatively close and accessible.,0.4215
149,Costa Maya,"Costa Maya ended up being better than I expected, mostly because we booked a smaller beach club away from the main port.",0.4404
149,Costa Maya,It felt relaxed and not overcrowded.,0.4939
149,Roatan,Roatan was more adventurous-we did a jungle excursion that was interesting,0.4019
149,Roatan,also very hot and a little chaotic.,-0.4417
149,Roatan,"I do wish we had a bit more time in each port because everything felt slightly rushed, especially when excursions ran even a little late.",0.4019
150,Roatan,Roatan was the standout stop.,-0.296
150,Cozumel,Cozumel was fine,0.2023
151,Roatan,"In Roatan, our excursion ran behind schedule which made everyone nervous about getting back on time.",-0.2732
151,Costa Maya,Costa Maya required more effort than expected because the port area alone wasn't very appealing to us.,-0.25
151,Cozumel,"Cozumel felt more forgiving, we didn't have anything booked and still had a nice day just exploring.",0.7178
151,Costa Maya,"If I did this itinerary again, I would definitely prioritize booking something meaningful in Costa Maya.",0.6124
152,Roatan,"Roatan and Cozumel were worth getting off for though, especially for water activities.",0.2263
152,Cozumel,"Roatan and Cozumel were worth getting off for though, especially for water activities.",0.2263
153,Costa Maya,Costa Maya was more structured since we booked a ruins excursion.,-0.4404
153,Costa Maya,"The ruins were impressive,",0.1027
153,Cozumel,Cozumel was my favorite for relaxing.,0.7351
153,Cozumel,We found a quieter beach area and just stayed there most of the day without worrying about a schedule.,0.2584
154,Cozumel,Cozumel was the easiest port to enjoy without planning.,0.7184
154,Costa Maya,"Costa Maya required more effort, and Roatan was the most interesting visually",0.4576
154,Roatan,"Costa Maya required more effort, and Roatan was the most interesting visually",0.4576
155,Cozumel,Cozumel was a good middle ground with both options available.,0.4404
156,Roatan,"Roatan had the best excursion we booked, a mix of sightseeing and beach time that felt balanced.",0.6369
156,Costa Maya,Costa Maya was more difficult to enjoy without a plan.,0.1706
156,Cozumel,"Cozumel was flexible and easy to navigate, which made for a relaxing day.",0.7906
157,Roatan,Roatan and Cozumel were both worth visiting though.,0.2263
157,Cozumel,Roatan and Cozumel were both worth visiting though.,0.2263
158,Costa Maya,"Costa Maya involved committing to longer travel times if you wanted to see anything beyond the port, which we did by visiting ruins.",-0.3818
158,Costa Maya,The site itself was impressive,0.5106
158,Costa Maya,I wish we had more time there.,0.4019
158,Cozumel,Cozumel was the easiest to manage.,0.4215
158,Cozumel,"We skipped excursions and just explored at our own pace, which ended up being the most relaxing day of the trip.",0.5413
158,Cozumel,I think the itinerary works best if you balance structured activities with at least one flexible day.,0.7269
160,Costa Maya,Costa Maya ended up being my favorite because we chose a smaller excursion away from crowds.,0.4588
160,Roatan,Roatan was beautiful,0.5994
160,Cozumel,"felt rushed, and Cozumel was enjoyable mainly because we kept things simple.",0.4404
161,Roatan,I wish we had more time in Roatan to actually see the island instead of just sitting in traffic.,0.4019
162,Costa Maya,Costa Maya was okay,0.2263
162,Costa Maya,the pier is ridiculously long.,-0.34
162,Costa Maya,"We did the Chacchoben ruins and the guide was fantastic,",0.1779
162,Costa Maya,the 50-minute bus ride each way in a van with weak AC was rough.,-0.4404
162,Cozumel,Cozumel was much better; we did a private Jeep tour to the wild side of the island.,0.4404
162,Cozumel,"No electricity or crowds, just raw coastline.",-0.296
162,Roatan,Roatan was beautiful,0.5994
162,Roatan,the insects are no joke-bring the heavy-duty spray.,-0.296
163,Cozumel,Cozumel was 100% the highlight for my husband and me.,0.34
163,Cozumel,We did the clear kayak excursion and seeing the fish right through the bottom of the boat was surreal.,0.3818
163,Cozumel,"The timing at each port felt sufficient, though Cozumel always feels like it needs a full two days to really explore.",0.3612
163,Cozumel,Highly recommend the kayak tour if you want something unique!,0.5244
164,Roatan,Just got back and Roatan was my favorite.,0.4588
164,Roatan,We did the 'Easy Roatan' tour which was perfect for seniors.,0.765
164,Roatan,"No crazy hiking, just a nice air-conditioned bus showing us the views and the local culture.",0.5908
164,Costa Maya,Costa Maya was better; the port shopping is great if you like to haggle for souvenirs.,0.8591
165,Cozumel,Cozumel was great as always-rented a scooter and just did a lap around the island.,0.6249
165,Cozumel,Best way to see it without the tour bus crowds.,0.6369
166,Costa Maya,"I was really looking forward to the ruins in Costa Maya,",-0.4404
166,Costa Maya,the tour was cancelled due to a mechanical issue with the bus.,-0.25
166,Costa Maya,We were pretty bummed.,0.4939
166,Roatan,Roatan was the best for nature.,0.6369
166,Roatan,We did a botanical garden walk and saw some amazing birds.,0.5859
166,Roatan,I just wish the ports weren't so geared towards selling you plastic trinkets.,0.4019
167,Cozumel,"Cozumel is always fun for a pub crawl,",0.5106
167,Cozumel,"Overall, a solid itinerary for water lovers.",0.6124
168,Cozumel,This was my first cruise and I loved Cozumel.,0.5994
168,Cozumel,It was so much fun and the people were so high energy.,0.7146
168,Roatan,Roatan was also lovely; we just went to West Bay Beach.,0.5859
168,Roatan,The water was like glass.,0.3612
168,Costa Maya,Costa Maya was my least favorite.,-0.357
168,Cozumel,The 'port' feels fake and the prices for everything are double what they are in Cozumel.,-0.4767
168,Costa Maya,I wish we had swapped the Costa Maya day for another day in Honduras.,0.4019
169,Costa Maya,Costa Maya was a struggle with the kids.,-0.3182
169,Costa Maya,"Once we got to the water park it was fine,",0.2023
169,Costa Maya,getting there was stressful.,-0.5106
169,Cozumel,Cozumel was much easier.,0.4215
169,Cozumel,We did the glass-bottom boat and it kept the little ones entertained without them having to get in the water.,0.3446
169,Roatan,Roatan was the highlight for the teens; they did the zipline and said it was the scariest and coolest thing they've ever done.,0.34
169,Roatan,I liked the chocolate factory there.,0.4215
169,Roatan,It's a good itinerary for families,0.4404
169,Roatan,be prepared for a lot of walking in the heat.,0.2263
169,Roatan,Roatan accepted US dollars everywhere we went.,0.2732
170,Roatan,Roatan was okay,0.2263
170,Roatan,"If you get motion sick, the bus rides on the island will be a challenge for you.",-0.4588
170,Cozumel,Cozumel was great for diving-I did a two-tank dive and saw a nurse shark and a few turtles.,0.6249
170,Costa Maya,The port in Costa Maya is beautiful,0.5994
170,Costa Maya,definitely a 'tourist bubble'.,0.4019
170,Costa Maya,it's safe and clean if that's what you're looking for.,0.6808
170,Costa Maya,The shops there were a bit pushy though.,-0.2732
171,Cozumel,We did the private cabana in Cozumel and it was worth every penny.,0.2263
171,Cozumel,"Private waiter, quiet beach, and no one trying to sell us hair braiding.",-0.296
172,Roatan,Roatan is beautiful,0.5994
172,Roatan,the port area (Coxen Hole) is a bit chaotic when you first get off.,-0.4939
172,Roatan,We found our guide eventually and went to the Iguana farm which was a huge hit with my daughter.,0.3182
172,Cozumel,"If I did it again, I'd stay on Cozumel island and skip the mainland trip just to save on the travel time.",0.4939
172,Roatan,"The water in Roatan is some of the clearest I've ever seen, even better than the Bahamas in my opinion.",0.4404
173,Costa Maya,Costa Maya has some of the best snorkeling I've ever seen near a port.,0.6369
173,Roatan,"Roatan was a bit of a letdown as our tour was late picking us up, which cut our beach time in half.",-0.2732
173,Cozumel,Cozumel was great-always love the atmosphere at the No Name Bar.,0.4588
174,Roatan,I loved Roatan!,0.636
174,Roatan,We did a horseback riding tour on the beach and it was like something out of a movie.,0.3612
174,Roatan,The horses were well cared for and the guides were very friendly.,0.8122
175,Cozumel,Cozumel was fine,0.2023
175,Roatan,Roatan was the only place that felt like we were actually in a different country.,0.3612
175,Roatan,The greenery and the mountains are gorgeous.,0.6124
176,Costa Maya,I loved the history in Costa Maya-the ruins are a must-see even if the drive is long.,0.25
176,Roatan,Roatan was stunning,0.3818
176,Roatan,we had a bad experience with a local taxi driver who tried to overcharge us at the end of the day.,-0.5423
176,Roatan,you have to be careful in Roatan if you aren't on an official ship excursion.,0.1531
176,Roatan,"The time spent in each port was mostly okay,",0.2263
176,Costa Maya,we felt very rushed in Costa Maya because the ruins tour takes up almost the whole window.,-0.4404
176,Costa Maya,I'd love an extra two hours there just to relax after the long bus ride back.,0.7964
177,Roatan,Roatan sloths were the highlight.,0.34
177,Roatan,My wife loved it.,0.5994
177,Costa Maya,"Costa Maya was a bit of a tourist trap, honestly.",0.1779
177,Cozumel,Cozumel was great for a beach day at Nachi Cocom.,0.6249
177,Cozumel,Good mix for a first-time cruiser.,0.4404
178,Cozumel,"In Cozumel, we did the 'Chef's Table' land excursion and it was amazing.",0.5859
178,Cozumel,Learning about the different spices used in Mexican cooking was a highlight.,0.34
178,Roatan,Roatan was a bit difficult for us because of the humidity; we did a short walking tour,-0.3612
178,Roatan,had to cut it short.,-0.2732
178,Costa Maya,Costa Maya was beautiful,0.5994
178,Costa Maya,It's hard to have a conversation.,-0.1027
179,Costa Maya,"I really think people should know that Bacalar is a full-day commitment; you won't have time for anything else in Costa Maya if you go there,",0.3818
179,Costa Maya,it is worth the travel time.,0.2263
179,Costa Maya,"Otherwise, a great trip.",0.6249
180,Cozumel,Cozumel was better organized.,0.4404
181,Roatan,Roatan ended up being my favorite stop mostly because we booked a small group island tour that included a wildlife sanctuary.,0.2023
181,Roatan,The guide also drove us through local neighborhoods which gave a better sense of daily life beyond the port.,0.4404
181,Costa Maya,"Timing-wise, Roatan felt just right, Costa Maya felt like too much idle time, and Cozumel felt slightly rushed.",0.3612
181,Roatan,"Timing-wise, Roatan felt just right, Costa Maya felt like too much idle time, and Cozumel felt slightly rushed.",0.3612
181,Cozumel,"Timing-wise, Roatan felt just right, Costa Maya felt like too much idle time, and Cozumel felt slightly rushed.",0.3612
182,Roatan,Roatan was better-we did ziplining through the jungle which was fun and well organized.,0.6597
182,Cozumel,"Cozumel was easy to explore on our own, we just grabbed a cab downtown and walked around.",0.4404
183,Cozumel,Cozumel was the highlight for me because I'm into water activities.,0.34
183,Cozumel,We did a reef snorkeling excursion and the water clarity was incredible.,0.4019
183,Cozumel,"I did feel like the group was too large though, and it became chaotic getting in and out of the boat.",-0.1779
183,Costa Maya,Costa Maya was the only stop I didn't connect with.,-0.296
183,Costa Maya,The port area feels like a maze of shops and it's hard to tell what's authentic.,0.2732
184,Roatan,Roatan surprised me in a good way.,0.5859
184,Costa Maya,"Costa Maya we did the Mayan ruins, which were interesting",-0.0516
184,Cozumel,"Cozumel we just stayed near the port and shopped, nothing too memorable honestly.",-0.357
185,Costa Maya,"Costa Maya was very hot and we underestimated that, so by the time we reached the ruins we were already drained.",-0.7269
185,Costa Maya,"Still worth seeing,",0.2263
185,Costa Maya,I wish we had chosen something less physically demanding.,0.2682
185,Cozumel,Cozumel was the easiest port logistically.,0.4215
185,Cozumel,"Overall, I appreciated how different each port felt, even if not all of them were equally enjoyable.",0.7351
186,Costa Maya,"We rented a golf cart in Costa Maya and drove along the coast, stopping wherever looked good.",0.3182
186,Costa Maya,That ended up being one of the most flexible days of the trip.,0.2944
187,Costa Maya,"Costa Maya, on the other hand, felt like it was built purely for cruise traffic.",0.6908
187,Costa Maya,enjoyable.,0.4404
188,Cozumel,Cozumel was our lazy day.,-0.3612
188,Roatan,Roatan we did ziplining which was exciting,0.4939
189,Roatan,Roatan felt the most vibrant culturally.,0.5709
189,Costa Maya,"Costa Maya was more about the excursion itself-we visited ruins and learned about Mayan history, which I appreciated,",0.1027
189,Costa Maya,I still enjoyed a beach club where the water was calm and clear.,0.802
189,Cozumel,"I noticed that Cozumel had the most crowd overlap with other ships, which made certain areas feel congested.",0.2732
189,Roatan,"Overall, I valued Roatan the most because it felt like we actually saw the island rather than just passing through.",0.6597
190,Costa Maya,Costa Maya ruins were cool,-0.1531
190,Roatan,"Roatan was more fun overall, especially the snorkeling.",0.5563
190,Cozumel,Cozumel had good shopping,0.4404
191,Roatan,"In Roatan, our excursion had a nice balance-we visited a wildlife park, then had free time at a beach.",0.7269
191,Cozumel,"Cozumel gave us more freedom since we planned our own day,",0.6697
191,Cozumel,"I enjoyed all three,",0.5106
191,Cozumel,the structure versus flexibility made a big difference in how each day felt.,0.34
192,Roatan,Roatan was easily the best stop for me.,0.6597
192,Roatan,The water was clear and the snorkeling was better than expected.,0.6705
192,Costa Maya,Costa Maya felt like a shopping mall with a beach attached.,0.3612
192,Cozumel,Cozumel was fun,0.5106
193,Cozumel,"In Cozumel, we found a smaller beach club with limited capacity, which made a huge difference compared to the crowded main areas.",0.1027
193,Roatan,Roatan offered a mix-we did a guided island tour that included both scenic viewpoints and a short snorkeling stop.,-0.296
193,Costa Maya,Costa Maya was the most challenging to enjoy independently.,0.6549
193,Costa Maya,"Once you leave the port, transportation options become a bit unclear unless prearranged.",-0.296
193,Costa Maya,I would recommend booking something ahead of time there.,0.3612
194,Cozumel,"We did a combo excursion in Cozumel with snorkeling and a beach break, which was fun",0.5106
194,Roatan,Roatan was more relaxed and felt less crowded.,0.5413
194,Costa Maya,"Costa Maya we honestly didn't enjoy much, just walked around and went back early.",0.0956
195,Roatan,Roatan was where we felt most engaged.,0.4576
195,Roatan,It felt like good value for the time.,0.7783
195,Costa Maya,Costa Maya was more hit or miss.,-0.2177
195,Costa Maya,We visited a beach club that was nice,0.4215
195,Cozumel,"Cozumel had the most developed infrastructure, which made it easy to navigate,",0.4404
195,Roatan,"if you want something different, Roatan stands out.",0.0772
196,Costa Maya,Costa Maya cooking class was actually really fun.,0.5563
196,Roatan,Roatan was nice,0.4215
196,Roatan,our excursion felt a bit rushed between stops.,-0.1531
196,Cozumel,Cozumel we explored on our own and liked that freedom more than the organized tours.,0.7906
198,Costa Maya,"Costa Maya felt more generic, even though the ruins themselves were impressive.",0.1027
198,Cozumel,"Cozumel was the easiest to navigate and had the most options,",0.4215
199,Roatan,Roatan ziplining was fun,0.5106
199,Costa Maya,Costa Maya we rented a cabana at a beach club which was relaxing.,0.4939
200,Cozumel,"Cozumel, while more commercial, offered flexibility.",0.3947
200,Cozumel,"We opted out of excursions and created our own plan, which worked well",0.4767
200,Cozumel,"I noticed that crowd levels significantly impacted enjoyment, especially in Cozumel where multiple ships were docked.",0.5574
200,Cozumel,"Overall, I appreciated the variety,",0.5106
200,Cozumel,planning ahead was key to getting the most out of each stop.,-0.296
201,Roatan,Roatan was the highlight of our entire trip.,0.34
201,Roatan,We booked a private driver named Victor who took us away from the main port area which felt a bit chaotic and crowded.,-0.4939
201,Roatan,He took us to a small sloth sanctuary where my daughter got to hold a sloth-it was a dream come true for her!,0.6239
201,Roatan,"We did feel a bit rushed getting back because the traffic in Roatan is no joke, and the narrow roads made us nervous about the 'all aboard' time.",-0.4382
202,Cozumel,Cozumel was much more active.,0.4576
202,Cozumel,We did the Amazing Race excursion which was a blast!,0.6239
202,Cozumel,We were running all over the downtown area solving clues.,0.34
202,Cozumel,I wish the ship stayed in Cozumel until 8 or 9 PM so we could have had a proper dinner in town.,0.4019
203,Costa Maya,Did the Chacchoben ruins in Costa Maya.,-0.4404
204,Cozumel,Cozumel is always a favorite.,0.4588
204,Cozumel,It's an all-inclusive beach club and they really take care of you.,0.539
204,Roatan,Roatan was beautiful,0.5994
204,Roatan,We did a catamaran snorkel trip and saw some great coral.,0.6249
204,Roatan,The crew was fun,0.5106
204,Costa Maya,Costa Maya was our last stop.,-0.296
204,Roatan,but I felt like the port times were a little short for Roatan.,0.5023
205,Cozumel,Cozumel saved the trip though!,0.4753
205,Costa Maya,"Costa Maya was fine, we just did the pool at the port which was free and actually quite nice.",0.8016
205,Costa Maya,I liked that I could see the ship while I was swimming.,0.4215
206,Costa Maya,but I felt like we spent too much time in Costa Maya and not enough in Cozumel.,0.5023
206,Cozumel,but I felt like we spent too much time in Costa Maya and not enough in Cozumel.,0.5023
206,Costa Maya,"It's a long, bumpy ride on a dirt road to get there,",-0.34
206,Cozumel,"It's a long, bumpy ride on a dirt road to get there,",-0.34
206,Costa Maya,"once you arrive, it's paradise.",0.6369
206,Cozumel,"once you arrive, it's paradise.",0.6369
206,Roatan,Roatan was great for diving.,0.6597
206,Cozumel,I did a two-tank dive and the reef is in much better shape than what I saw in Cozumel.,0.4404
206,Cozumel,The visibility was easily 80 feet.,0.34
206,Roatan,I would definitely go back to Roatan just for the diving.,0.4588
207,Costa Maya,Costa Maya ruins were cool,-0.1531
207,Costa Maya,the mosquitoes were brutal.,-0.6249
207,Roatan,Roatan snorkeling was way better.,0.4404
208,Costa Maya,Costa Maya was my favorite because we just did a simple beach day at Mahahual.,0.4588
208,Costa Maya,The malecon there is great for walking and there are tons of places to eat.,0.6249
208,Costa Maya,We had some amazing fish tacos for very cheap.,0.5859
209,Cozumel,Cozumel - Chocolate and Tequila tour was fun and informative.,0.5106
209,Cozumel,The lunch provided was authentic and the tequila samples were generous.,0.5106
209,Roatan,Roatan - West End was beautiful,0.5994
209,Roatan,the traffic getting back to the ship was stressful.,-0.5106
209,Roatan,It's clean and safe,0.6808
210,Cozumel,"I've been to Cozumel ten times, so this time I decided to try something different and took the ferry over to Playa del Carmen to see the Tulum ruins.",-0.4404
210,Cozumel,"and I was worried about the ferry schedule,",-0.296
210,Cozumel,it was worth it.,0.2263
210,Costa Maya,Costa Maya was just a 'relax' day for us.,0.4404
211,Costa Maya,Avoid the 'beach break' in Costa Maya sold by the ship.,-0.296
211,Roatan,"Roatan was lovely though, we did the monkey park and it was worth every penny.",0.6908
212,Cozumel,My only complaint was the amount of trash I saw in the water near the cruise pier in Cozumel.,-0.296
212,Cozumel,It's a shame people don't respect the ocean more.,-0.6862
213,Cozumel,Cozumel jeep tour was okay.,0.2263
213,Cozumel,The guide was great,0.6249
213,Cozumel,the jeeps were in pretty rough shape-the air conditioning didn't work in ours.,0.4939
213,Roatan,Roatan beach was great,0.6249
214,Costa Maya,"The shopping in Costa Maya was better than Roatan, where most things felt like cheap imports.",0.6872
214,Roatan,"The shopping in Costa Maya was better than Roatan, where most things felt like cheap imports.",0.6872
214,Roatan,"I think if I did this itinerary again, I would spend more time exploring the natural side of Roatan rather than the tourist attractions.",0.6486
214,Roatan,"The island is so beautiful and green, it deserves more than a quick stop.",0.5847
215,Cozumel,Loved the salsa and salsa dance class in Cozumel!,0.636
215,Cozumel,It was held at a nice resort and we learned how to make several types of salsa while drinking margaritas.,0.4215
215,Costa Maya,Costa Maya was our least favorite stop.,-0.569
215,Costa Maya,It just felt like a giant shopping mall and lacked the authentic feel of the other two ports.,0.3612
216,Roatan,Roatan was beautiful,0.5994
216,Roatan,"honestly, the port is a mess.",0.128
216,Roatan,"We did a snorkel tour that was booked ahead of time and it was great,",0.6249
216,Roatan,getting to the meeting point was stressful.,-0.5106
217,Roatan,Roatan has so much more natural beauty to offer!,0.814
217,Roatan,I would have traded some of that Cozumel time for more Roatan exploration.,0.2911
217,Cozumel,I would have traded some of that Cozumel time for more Roatan exploration.,0.2911
217,Costa Maya,Costa Maya was a surprise.,0.2732
217,Costa Maya,"the snorkeling near the reef there was quite good, and the water was very shallow so you could see everything clearly.",0.7089
217,Costa Maya,Just be careful of the current near the breakwater.,0.1531
217,Costa Maya,The port area in Costa Maya has a nice pool,0.4215
218,Cozumel,Had a great time in Cozumel doing the buggies.,0.6249
218,Cozumel,Muddy and fun.,0.5106
218,Roatan,Roatan was better for the scenery.,0.4404
218,Costa Maya,"Costa Maya was just okay, felt a bit like a manufactured destination for tourists.",0.5267
219,Roatan,Roatan is definitely the star of the show if you like nature.,0.6369
219,Roatan,We did a botanical garden tour that was so peaceful and full of exotic flowers.,0.6269
219,Cozumel,Cozumel is better for those who want a mix of history and fun.,0.7579
219,Cozumel,We went to the San Gervasio ruins which are small,-0.4404
219,Cozumel,"interesting, then spent the afternoon at a beach bar.",0.4019
219,Costa Maya,Costa Maya is purely for relaxation.,0.5688
219,Costa Maya,"If you don't book an excursion to the ruins, you're pretty much stuck at the beach or the port pool.",-0.1779
219,Costa Maya,"We chose the beach in Mahahual and it was a nice, cheap day.",0.4215
219,Roatan,The locals were friendly and we didn't feel as pressured to buy things as we did in Roatan.,0.5948
219,Roatan,Good balance of ports overall.,0.4404
220,Roatan,"Roatan was better, very lush.",0.4404
220,Costa Maya,Costa Maya was my favorite because we went to a lagoon excursion that was very quiet.,0.4588
220,Costa Maya,It was nice to get away from the cruise crowds for a few hours.,0.4215
221,Roatan,Roatan ended up being the standout stop for us.,-0.296
221,Roatan,We booked a small snorkeling excursion and the water clarity was honestly better than I expected.,0.8225
221,Costa Maya,"Timing wise, Roatan felt just right, Costa Maya dragged a bit, and Cozumel felt slightly rushed trying to get everything in.",0.4404
221,Roatan,"Timing wise, Roatan felt just right, Costa Maya dragged a bit, and Cozumel felt slightly rushed trying to get everything in.",0.4404
221,Cozumel,"Timing wise, Roatan felt just right, Costa Maya dragged a bit, and Cozumel felt slightly rushed trying to get everything in.",0.4404
222,Roatan,"In Roatan we did a guided island tour that included a wildlife stop and some scenic viewpoints, which I enjoyed a lot more.",0.2732
222,Cozumel,"Cozumel was easy to navigate on our own, we just took a cab downtown and wandered around for a few hours.",0.4404
223,Cozumel,Cozumel was my favorite stop because we booked a catamaran snorkeling trip.,0.2023
223,Cozumel,"The reef was nice,",0.4215
223,Roatan,Roatan felt more relaxed overall.,0.5413
223,Costa Maya,Costa Maya was the only port where I wished we had planned better.,0.4404
224,Roatan,Roatan ziplining was easily the highlight of the cruise for me.,0.5859
224,Roatan,really fun.,0.5563
224,Costa Maya,"Costa Maya we did the ruins, which were interesting",-0.0516
225,Costa Maya,"Costa Maya was more structured since we went to the ruins, which I enjoyed,",0.1027
225,Costa Maya,"We grabbed a taxi to a beach club and just relaxed, which ended up being one of the most enjoyable parts of the trip.",0.7501
226,Costa Maya,"We rented a golf cart in Costa Maya and drove along the coast, stopping at a random beach spot.",-0.1531
226,Costa Maya,That flexibility made the day feel more personal.,0.34
228,Cozumel,Cozumel was our easiest day.,0.4215
228,Roatan,Roatan we did a snorkeling excursion which was nice,0.4215
228,Roatan,a little rushed between stops.,-0.0865
229,Roatan,Roatan was the most interesting culturally for me.,0.4576
229,Costa Maya,Costa Maya felt more like the excursion itself was the focus rather than the destination.,0.4201
229,Costa Maya,"We visited ruins, which were impressive,",0.1027
229,Cozumel,Cozumel was very lively,0.4927
229,Cozumel,"We found a quieter beach club after some searching, which made the day more enjoyable.",0.4927
229,Cozumel,I think how much you enjoy each port depends on how much planning you put in ahead of time.,0.4939
230,Costa Maya,Costa Maya ruins were worth seeing,-0.25
230,Roatan,Roatan snorkeling was better than expected.,0.4404
230,Cozumel,Cozumel had good shopping,0.4404
231,Roatan,"In Roatan, our excursion had a nice balance between activities and downtime, so we never felt rushed.",0.4215
231,Costa Maya,Costa Maya felt more rigid.,-0.2006
231,Costa Maya,"The ruins tour was informative,",-0.4404
231,Costa Maya,everything was scheduled tightly and we didn't have much flexibility.,-0.2584
231,Cozumel,"Cozumel gave us the most freedom since we planned our own day,",0.6697
231,Cozumel,it was also the busiest stop.,-0.296
231,Cozumel,"I appreciated that each port offered something different,",0.5106
231,Costa Maya,I definitely preferred the more relaxed structure we had in Roatan compared to the more rigid experience in Costa Maya.,0.6597
231,Roatan,I definitely preferred the more relaxed structure we had in Roatan compared to the more rigid experience in Costa Maya.,0.6597
232,Roatan,Roatan was my favorite stop by far.,0.2023
232,Roatan,The water was clear and the snorkeling was great.,0.7717
232,Costa Maya,Costa Maya felt like a tourist zone more than anything else.,0.3612
232,Cozumel,Cozumel was fun,0.5106
233,Cozumel,"In Cozumel, we booked a smaller beach club that limited capacity, which helped avoid the crowds.",-0.4767
233,Costa Maya,Costa Maya was the most difficult to navigate independently.,-0.4201
233,Costa Maya,"Transportation outside the port wasn't as straightforward, and I wish we had arranged something in advance.",0.4019
233,Costa Maya,"The ruins were interesting,",-0.0516
233,Costa Maya,the time spent traveling there reduced the overall enjoyment.,0.5574
233,Costa Maya,"I would say Roatan felt the most balanced, Cozumel the most convenient, and Costa Maya required the most effort to enjoy.",0.5367
233,Roatan,"I would say Roatan felt the most balanced, Cozumel the most convenient, and Costa Maya required the most effort to enjoy.",0.5367
233,Cozumel,"I would say Roatan felt the most balanced, Cozumel the most convenient, and Costa Maya required the most effort to enjoy.",0.5367
234,Cozumel,We did a snorkeling and beach combo in Cozumel which was fun,0.5106
234,Roatan,Roatan felt less busy and more relaxed overall.,0.5413
235,Roatan,Roatan was where we felt like we experienced something different.,0.3612
235,Roatan,"Our excursion included multiple stops, including a wildlife visit and snorkeling, and it didn't feel rushed.",-0.1531
235,Costa Maya,"Costa Maya was more about the specific activity-we went to a beach club, which was nice",0.4215
235,Cozumel,"Cozumel was easy to explore and had plenty of options,",0.4404
235,Cozumel,"I think the itinerary works well if you balance structured excursions with independent time, because each port offers a different kind of experience.",0.2732
236,Costa Maya,Costa Maya cooking class was surprisingly fun and interactive.,0.6705
236,Roatan,Roatan excursion felt a bit rushed between stops.,-0.1531
236,Cozumel,Cozumel we explored on our own and liked that better than the organized tours.,0.6908
237,Roatan,Roatan we did a fishing excursion which was interesting,0.4019
238,Costa Maya,Costa Maya was more challenging.,0.2247
238,Costa Maya,"The ruins were impressive,",0.1027
238,Cozumel,"I noticed that crowd levels really impacted enjoyment, especially in Cozumel where several ships were docked at once.",0.5965
239,Roatan,Roatan ziplining was fun,0.5106
239,Roatan,over pretty quickly.,0.4939
239,Costa Maya,Costa Maya beach day was relaxing,0.4939
239,Costa Maya,nothing special.,-0.3089
240,Roatan,"Roatan surprised me because we booked a small group tour that included a visit to a local area and a short nature walk, which felt more immersive than expected.",0.2263
240,Costa Maya,"Costa Maya was probably the most educational stop because of the ruins,",-0.6573
240,Costa Maya,"The early departure and long drive took away from the overall experience, even though the site itself was impressive.",0.5106
240,Cozumel,"Cozumel was the most flexible port, and we chose to explore on our own instead of booking anything.",0.2944
240,Cozumel,"That worked well,",0.2732
240,Cozumel,it did require some planning ahead to avoid the most crowded areas.,-0.296
240,Cozumel,I think this itinerary works best if you're intentional about what you book at each stop.,0.4588
